name,population
"Newberry County, SC",38520
"Oconee County, SC",78374
"Orangeburg County, SC",86934
"Pickens County, SC",124937
"Richland County, SC",414576
"Saluda County, SC",20544
"Spartanburg County, SC",313888
"Sumter County, SC",106512
"Union County, SC",27410
"Williamsburg County, SC",30606
"York County, SC",274118
"Aurora County, SD",2801
"Beadle County, SD",18883
"Bennett County, SD",3468
"Bon Homme County, SD",6980
"Brookings County, SD",35232
"Brown County, SD",39316
"Brule County, SD",5229
"Buffalo County, SD",2036
"Butte County, SD",10222
"Campbell County, SD",1377
"Charles Mix County, SD",9338
"Clark County, SD",3739
"Clay County, SD",14041
"Codington County, SD",28015
"Corson County, SD",4165
"Custer County, SD",8726
"Davison County, SD",19790
"Day County, SD",5505
"Deuel County, SD",4337
"Dewey County, SD",5904
"Douglas County, SD",2935
"Edmunds County, SD",3875
"Fall River County, SD",6758
"Faulk County, SD",2330
"Grant County, SD",7147
"Gregory County, SD",4212
"Haakon County, SD",1918
"Hamlin County, SD",6111
"Hand County, SD",3262
"Hanson County, SD",3376
"Harding County, SD",1249
"Hughes County, SD",17650
"Hutchinson County, SD",7380
"Hyde County, SD",1282
"Jackson County, SD",3307
"Jerauld County, SD",2043
"Jones County, SD",928
"Kingsbury County, SD",4919
"Lake County, SD",13057
"Lawrence County, SD",25741
"Lincoln County, SD",58807
"Lyman County, SD",3821
"McCook County, SD",5546
"McPherson County, SD",2407
"Marshall County, SD",5112
"Meade County, SD",28294
"Mellette County, SD",2042
"Miner County, SD",2213
"Minnehaha County, SD",192876
"Moody County, SD",6579
"Oglala Lakota County, SD",14309
"Pennington County, SD",111729
"Perkins County, SD",2922
"Potter County, SD",2207
"Roberts County, SD",10447
"Sanborn County, SD",2429
"Spink County, SD",6495
"Stanley County, SD",3022
"Sully County, SD",1392
"Todd County, SD",10283
"Tripp County, SD",5478
"Turner County, SD",8424
"Union County, SD",15619
"Walworth County, SD",5587
"Yankton County, SD",22869
"Ziebach County, SD",2742
"Anderson County, TN",76482
"Bedford County, TN",49038
"Benton County, TN",16184
"Bledsoe County, TN",14755
"Blount County, TN",131349
"Bradley County, TN",106727
"Campbell County, TN",39583
"Cannon County, TN",14462
"Carroll County, TN",28020
"Carter County, TN",56351
"Cheatham County, TN",40439
"Chester County, TN",17276
"Claiborne County, TN",31756
"Clay County, TN",7717
"Cocke County, TN",35774
"Coffee County, TN",55700
"Crockett County, TN",14328
"Cumberland County, TN",59673
"Davidson County, TN",692587
"Decatur County, TN",11706
"DeKalb County, TN",20138
"Dickson County, TN",53446
"Dyer County, TN",37320
"Fayette County, TN",40507
"Fentress County, TN",18217
"Franklin County, TN",41890
"Gibson County, TN",49045
"Giles County, TN",29503
"Grainger County, TN",23145
"Greene County, TN",69087
"Grundy County, TN",13346
"Hamblen County, TN",64569
"Hamilton County, TN",364286
"Hancock County, TN",6549
"Hardeman County, TN",25220
"Hardin County, TN",25776
"Hawkins County, TN",56530
"Haywood County, TN",17335
"Henderson County, TN",27847
"Henry County, TN",32358
"Hickman County, TN",25063
"Houston County, TN",8263
"Humphreys County, TN",18486
"Jackson County, TN",11758
"Jefferson County, TN",54012
"Johnson County, TN",17778
"Knox County, TN",465289
"Lake County, TN",7411
"Lauderdale County, TN",25825
"Lawrence County, TN",43734
"Lewis County, TN",12086
"Lincoln County, TN",34117
"Loudon County, TN",53054
"McMinn County, TN",53285
"McNairy County, TN",25832
"Macon County, TN",24265
"Madison County, TN",97605
"Marion County, TN",28575
"Marshall County, TN",33683
"Maury County, TN",94340
"Meigs County, TN",12306
"Monroe County, TN",46357
"Montgomery County, TN",205950
"Moore County, TN",6411
"Morgan County, TN",21579
"Obion County, TN",30267
"Overton County, TN",22068
"Perry County, TN",8064
"Pickett County, TN",5082
"Polk County, TN",16898
"Putnam County, TN",78843
"Rhea County, TN",33044
"Roane County, TN",53140
"Robertson County, TN",71012
"Rutherford County, TN",324890
"Scott County, TN",22039
"Sequatchie County, TN",14876
"Sevier County, TN",97892
"Shelby County, TN",935764
"Smith County, TN",19942
"Stewart County, TN",13561
"Sullivan County, TN",157668
"Sumner County, TN",187149
"Tipton County, TN",61581
"Trousdale County, TN",11012
"Unicoi County, TN",17761
"Union County, TN",19688
"Van Buren County, TN",5765
"Warren County, TN",40878
"Washington County, TN",128607
"Wayne County, TN",16558
"Weakley County, TN",33415
"White County, TN",27107
"Williamson County, TN",231729
"Wilson County, TN",140625
"Anderson County, TX",58057
"Andrews County, TX",18128
"Angelina County, TX",87092
"Aransas County, TX",23792
"Archer County, TX",8786
"Armstrong County, TX",1892
"Atascosa County, TX",50310
"Austin County, TX",29989
"Bailey County, TX",7027
"Bandera County, TX",22824
"Bastrop County, TX",86976
"Baylor County, TX",3582
"Bee County, TX",32587
"Bell County, TX",355642
"Bexar County, TX",1986049
"Blanco County, TX",11702
"Borden County, TX",648
"Bosque County, TX",18691
"Bowie County, TX",94324
"Brazoria County, TX",370200
"Brazos County, TX",226758
"Brewster County, TX",9267
"Briscoe County, TX",1516
"Brooks County, TX",7114
"Brown County, TX",37924
"Burleson County, TX",18389
"Burnet County, TX",47542
"Caldwell County, TX",43247
"Calhoun County, TX",21561
"Callahan County, TX",13994
"Cameron County, TX",423908
"Camp County, TX",13033
"Carson County, TX",6005
"Cass County, TX",30119
"Castro County, TX",7665
"Chambers County, TX",42454
"Cherokee County, TX",52592
"Childress County, TX",7291
"Clay County, TX",10456
"Cochran County, TX",2836
"Coke County, TX",3370
"Coleman County, TX",8397
"Collin County, TX",1005146
"Collingsworth County, TX",2962
"Colorado County, TX",21217
"Comal County, TX",148373
"Comanche County, TX",13534
"Concho County, TX",4276
"Cooke County, TX",40574
"Coryell County, TX",74808
"Cottle County, TX",1389
"Crane County, TX",4794
"Crockett County, TX",3499
"Crosby County, TX",5779
"Culberson County, TX",2204
"Dallam County, TX",7200
"Dallas County, TX",2637772
"Dawson County, TX",12619
"Deaf Smith County, TX",18760
"Delta County, TX",5349
"Denton County, TX",859064
"DeWitt County, TX",20187
"Dickens County, TX",2249
"Dimmit County, TX",10308
"Donley County, TX",3319
"Duval County, TX",11212
"Eastland County, TX",18322
"Ector County, TX",162124
"Edwards County, TX",1928
"Ellis County, TX",179436
"El Paso County, TX",840758
"Erath County, TX",42446
"Falls County, TX",17335
"Fannin County, TX",35286
"Fayette County, TX",25349
"Fisher County, TX",3839
"Floyd County, TX",5837
"Foard County, TX",1200
"Fort Bend County, TX",787858
"Franklin County, TX",10766
"Freestone County, TX",19808
"Frio County, TX",19816
"Gaines County, TX",20901
"Galveston County, TX",337890
"Garza County, TX",6578
"Gillespie County, TX",26804
"Glasscock County, TX",1388
"Goliad County, TX",7584
"Gonzales County, TX",20826
"Gray County, TX",21895
"Grayson County, TX",133991
"Gregg County, TX",123707
"Grimes County, TX",28360
"Guadalupe County, TX",163694
"Hale County, TX",33830
"Hall County, TX",3028
"Hamilton County, TX",8484
"Hansford County, TX",5463
"Hardeman County, TX",3922
"Hardin County, TX",57207
"Harris County, TX",4698619
"Harrison County, TX",66726
"Hartley County, TX",5619
"Haskell County, TX",5813
"Hays County, TX",222631
"Hemphill County, TX",3825
"Henderson County, TX",82299
"Hidalgo County, TX",865939
"Hill County, TX",36354
"Hockley County, TX",22980
"Hood County, TX",60537
"Hopkins County, TX",36810
"Houston County, TX",23169
"Howard County, TX",36459
"Hudspeth County, TX",4795
"Hunt County, TX",96493
"Hutchinson County, TX",21198
"Irion County, TX",1522
"Jack County, TX",8843
"Jackson County, TX",14874
"Jasper County, TX",35872
"Jeff Davis County, TX",2252
"Jefferson County, TX",255001
"Jim Hogg County, TX",5248
"Jim Wells County, TX",40822
"Johnson County, TX",171361
"Jones County, TX",19817
"Karnes County, TX",15650
"Kaufman County, TX",128622
"Kendall County, TX",45641
"Kenedy County, TX",442
"Kent County, TX",726
"Kerr County, TX",52405
"Kimble County, TX",4362
"King County, TX",277
"Kinney County, TX",3767
"Kleberg County, TX",31129
"Knox County, TX",3653
"Lamar County, TX",49728
"Lamb County, TX",13158
"Lampasas County, TX",21229
"La Salle County, TX",7531
"Lavaca County, TX",20110
"Lee County, TX",17144
"Leon County, TX",17270
"Liberty County, TX",86323
"Limestone County, TX",23519
"Lipscomb County, TX",3355
"Live Oak County, TX",12166
"Llano County, TX",21646
"Loving County, TX",152
"Lubbock County, TX",307412
"Lynn County, TX",5877
"McCulloch County, TX",7987
"McLennan County, TX",254607
"McMullen County, TX",749
"Madison County, TX",14422
"Marion County, TX",9928
"Martin County, TX",5753
"Mason County, TX",4280
"Matagorda County, TX",36552
"Maverick County, TX",58485
"Medina County, TX",50921
"Menard County, TX",2139
"Midland County, TX",172578
"Milam County, TX",25131
"Mills County, TX",4921
"Mitchell County, TX",8145
"Montague County, TX",19596
"Montgomery County, TX",590925
"Moore County, TX",21485
"Morris County, TX",12339
"Motley County, TX",1234
"Nacogdoches County, TX",65711
"Navarro County, TX",49565
"Newton County, TX",13746
"Nolan County, TX",14751
"Nueces County, TX",362265
"Ochiltree County, TX",9947
"Oldham County, TX",2131
"Orange County, TX",83572
"Palo Pinto County, TX",28875
"Panola County, TX",23148
"Parker County, TX",138371
"Parmer County, TX",9864
"Pecos County, TX",15673
"Polk County, TX",50031
"Potter County, TX",119648
"Presidio County, TX",6948
"Rains County, TX",12159
"Randall County, TX",136271
"Reagan County, TX",3741
"Real County, TX",3478
"Red River County, TX",12175
"Reeves County, TX",15695
"Refugio County, TX",7032
"Roberts County, TX",903
"Robertson County, TX",17284
"Rockwall County, TX",100657
"Runnels County, TX",10234
"Rusk County, TX",54450
"Sabine County, TX",10589
"San Augustine County, TX",8232
"San Jacinto County, TX",28719
"San Patricio County, TX",66893
"San Saba County, TX",6054
"Schleicher County, TX",2895
"Scurry County, TX",16866
"Shackelford County, TX",3253
"Shelby County, TX",25418
"Sherman County, TX",3079
"Smith County, TX",230221
"Somervell County, TX",9016
"Starr County, TX",64525
"Stephens County, TX",9433
"Sterling County, TX",1311
"Stonewall County, TX",1362
"Sutton County, TX",3758
"Swisher County, TX",7462
"Tarrant County, TX",2084931
"Taylor County, TX",137640
"Terrell County, TX",823
"Terry County, TX",12287
"Throckmorton County, TX",1515
"Titus County, TX",33033
"Tom Green County, TX",118189
"Travis County, TX",1248743
"Trinity County, TX",14740
"Tyler County, TX",21696
"Upshur County, TX",41260
"Upton County, TX",3671
"Uvalde County, TX",26846
"Val Verde County, TX",49208
"Van Zandt County, TX",56019
"Victoria County, TX",92035
"Walker County, TX",72480
"Waller County, TX",53126
"Ward County, TX",11720
"Washington County, TX",35108
"Webb County, TX",275910
"Wharton County, TX",41619
"Wheeler County, TX",5191
"Wichita County, TX",132064
"Wilbarger County, TX",12820
"Willacy County, TX",21515
"Williamson County, TX",566719
"Wilson County, TX",50224
"Winkler County, TX",7720
"Wise County, TX",68305
"Wood County, TX",45129
"Yoakum County, TX",8591
"Young County, TX",18045
"Zapata County, TX",14190
"Zavala County, TX",11983
"Beaver County, UT",6580
"Box Elder County, UT",54950
"Cache County, UT",127068
"Carbon County, UT",20269
"Daggett County, UT",980
"Davis County, UT",351713
"Duchesne County, UT",19964
"Emery County, UT",10014
"Garfield County, UT",5080
"Grand County, UT",9764
"Iron County, UT",52775
"Juab County, UT",11555
"Kane County, UT",7709
"Millard County, UT",13006
"Morgan County, UT",12045
"Piute County, UT",1445
"Rich County, UT",2464
"Salt Lake County, UT",1152633
"San Juan County, UT",15449
"Sanpete County, UT",30623
"Sevier County, UT",21539
"Summit County, UT",41933
"Tooele County, UT",69907
"Uintah County, UT",35438
"Utah County, UT",622213
"Wasatch County, UT",33240
"Washington County, UT",171700
"Wayne County, UT",2690
"Weber County, UT",256359
"Addison County, VT",36973
"Bennington County, VT",35631
"Caledonia County, VT",30302
"Chittenden County, VT",164572
"Essex County, VT",6250
"Franklin County, VT",49421
"Grand Isle County, VT",7090
"Lamoille County, VT",25300
"Orange County, VT",28999
"Orleans County, VT",26907
"Rutland County, VT",58672
"Washington County, VT",58140
"Windham County, VT",42756
"Windsor County, VT",55286
"Accomack County, VA",32412
"Albemarle County, VA",108718
"Alleghany County, VA",14910
"Amelia County, VA",13013
"Amherst County, VA",31666
"Appomattox County, VA",15841
"Arlington County, VA",237521
"Augusta County, VA",75457
"Bath County, VA",4292
"Bedford County, VA",78747
"Bland County, VA",6293
"Botetourt County, VA",33277
"Brunswick County, VA",16384
"Buchanan County, VA",21221
"Buckingham County, VA",16999
"Campbell County, VA",54973
"Caroline County, VA",30772
"Carroll County, VA",29636
"Charles City County, VA",6941
"Charlotte County, VA",11938
"Chesterfield County, VA",348556
"Clarke County, VA",14523
"Craig County, VA",5064
"Culpeper County, VA",51859
"Cumberland County, VA",9809
"Dickenson County, VA",14523
"Dinwiddie County, VA",28529
"Essex County, VA",10919
"Fairfax County, VA",1150795
"Fauquier County, VA",70675
"Floyd County, VA",15795
"Fluvanna County, VA",26783
"Franklin County, VA",56195
"Frederick County, VA",88355
"Giles County, VA",16844
"Gloucester County, VA",37349
"Goochland County, VA",23244
"Grayson County, VA",15631
"Greene County, VA",19779
"Greensville County, VA",11627
"Halifax County, VA",34120
"Hanover County, VA",107239
"Henrico County, VA",329261
"Henry County, VA",50953
"Highland County, VA",2210
"Isle of Wight County, VA",36953
"James City County, VA",76397
"King and Queen County, VA",7042
"King George County, VA",26575
"King William County, VA",16939
"Lancaster County, VA",10783
"Lee County, VA",23541
"Loudoun County, VA",406850
"Louisa County, VA",36778
"Lunenburg County, VA",12086
"Madison County, VA",13295
"Mathews County, VA",8802
"Mecklenburg County, VA",30650
"Middlesex County, VA",10769
"Montgomery County, VA",98985
"Nelson County, VA",14836
"New Kent County, VA",22391
"Northampton County, VA",11735
"Northumberland County, VA",12147
"Nottoway County, VA",15420
"Orange County, VA",36644
"Page County, VA",23933
"Patrick County, VA",17673
"Pittsylvania County, VA",60949
"Powhatan County, VA",29189
"Prince Edward County, VA",22950
"Prince George County, VA",38082
"Prince William County, VA",468011
"Pulaski County, VA",34066
"Rappahannock County, VA",7252
"Richmond County, VA",228783
"Roanoke County, VA",99920
"Rockbridge County, VA",22752
"Rockingham County, VA",81244
"Russell County, VA",26748
"Scott County, VA",21534
"Shenandoah County, VA",43497
"Smyth County, VA",30472
"Southampton County, VA",17586
"Spotsylvania County, VA",134238
"Stafford County, VA",149960
"Surry County, VA",6474
"Sussex County, VA",11237
"Tazewell County, VA",40855
"Warren County, VA",40003
"Washington County, VA",54402
"Westmoreland County, VA",17830
"Wise County, VA",38012
"Wythe County, VA",28754
"York County, VA",67846
"Alexandria City, VA",160530
"Bristol City, VA",16482
"Buena Vista City, VA",6237
"Charlottesville City, VA",48117
"Chesapeake City, VA",242634
"Colonial Heights City, VA",17833
"Covington City, VA",5460
"Danville City, VA",40693
"Emporia City, VA",5121
"Fairfax City, VA",24574
"Falls Church City, VA",14772
"Franklin City, VA",8013
"Fredericksburg City, VA",29144
"Galax City, VA",6423
"Hampton City, VA",134313
"Harrisonburg City, VA",54033
"Hopewell City, VA",22596
"Lexington City, VA",7136
"Lynchburg City, VA",82126
"Manassas City, VA",41641
"Manassas Park City, VA",17307
"Martinsville City, VA",12902
"Newport News City, VA",178626
"Norfolk City, VA",244076
"Norton City, VA",3968
"Petersburg City, VA",31567
"Poquoson City, VA",12190
"Portsmouth City, VA",94632
"Radford City, VA",18339
"Richmond City, VA",9038
"Roanoke City, VA",94073
"Salem City, VA",25643
"Staunton City, VA",24922
"Suffolk City, VA",91185
"Virginia Beach City, VA",450189
"Waynesboro City, VA",22628
"Williamsburg City, VA",14896
"Winchester City, VA",28108
"Adams County, WA",19759
"Asotin County, WA",22610
"Benton County, WA",201877
"Chelan County, WA",77036
"Clallam County, WA",76737
"Clark County, WA",481857
"Columbia County, WA",4059
"Cowlitz County, WA",108987
"Douglas County, WA",42907
"Ferry County, WA",7649
"Franklin County, WA",94347
"Garfield County, WA",2247
"Grant County, WA",97331
"Grays Harbor County, WA",73901
"Island County, WA",84460
"Jefferson County, WA",31729
"King County, WA",2233163
"Kitsap County, WA",269805
"Kittitas County, WA",47364
"Klickitat County, WA",22107
"Lewis County, WA",79604
"Lincoln County, WA",10740
"Mason County, WA",65507
"Okanogan County, WA",42132
"Pacific County, WA",22036
"Pend Oreille County, WA",13602
"Pierce County, WA",891299
"San Juan County, WA",17128
"Skagit County, WA",128206
"Skamania County, WA",11924
"Snohomish County, WA",814901
"Spokane County, WA",514631
"Stevens County, WA",45260
"Thurston County, WA",286419
"Wahkiakum County, WA",4426
"Walla Walla County, WA",60922
"Whatcom County, WA",225685
"Whitman County, WA",49791
"Yakima County, WA",251446
"Barbour County, WV",16535
"Berkeley County, WV",117123
"Boone County, WV",21951
"Braxton County, WV",14089
"Brooke County, WV",22203
"Cabell County, WV",93224
"Calhoun County, WV",7254
"Clay County, WV",8632
"Doddridge County, WV",8406
"Fayette County, WV",43018
"Gilmer County, WV",8026
"Grant County, WV",11626
"Greenbrier County, WV",34786
"Hampshire County, WV",23347
"Hancock County, WV",29094
"Hardy County, WV",13775
"Harrison County, WV",67554
"Jackson County, WV",28706
"Jefferson County, WV",56811
"Kanawha County, WV",180454
"Lewis County, WV",16024
"Lincoln County, WV",20599
"Logan County, WV",32607
"McDowell County, WV",18223
"Marion County, WV",56097
"Marshall County, WV",30785
"Mason County, WV",26718
"Mercer County, WV",59131
"Mineral County, WV",26940
"Mingo County, WV",23785
"Monongalia County, WV",106420
"Monroe County, WV",13280
"Morgan County, WV",17787
"Nicholas County, WV",24842
"Ohio County, WV",41755
"Pendleton County, WV",6997
"Pleasants County, WV",7507
"Pocahontas County, WV",8414
"Preston County, WV",33839
"Putnam County, WV",56682
"Raleigh County, WV",74254
"Randolph County, WV",28823
"Ritchie County, WV",9721
"Roane County, WV",13932
"Summers County, WV",12760
"Taylor County, WV",16862
"Tucker County, WV",6955
"Tyler County, WV",8746
"Upshur County, WV",24415
"Wayne County, WV",39944
"Webster County, WV",8285
"Wetzel County, WV",15270
"Wirt County, WV",5830
"Wood County, WV",84203
"Wyoming County, WV",20786
"Adams County, WI",20348
"Ashland County, WI",15600
"Barron County, WI",45164
"Bayfield County, WI",15042
"Brown County, WI",263378
"Buffalo County, WI",13125
"Burnett County, WI",15392
"Calumet County, WI",50159
"Chippewa County, WI",64135
"Clark County, WI",34709
"Columbia County, WI",57358
"Crawford County, WI",16291
"Dane County, WI",542364
"Dodge County, WI",87847
"Door County, WI",27610
"Douglas County, WI",43208
"Dunn County, WI",45131
"Eau Claire County, WI",104534
"Florence County, WI",4321
"Fond du Lac County, WI",103066
"Forest County, WI",8991
"Grant County, WI",51554
"Green County, WI",36929
"Green Lake County, WI",18918
"Iowa County, WI",23771
"Iron County, WI",5676
"Jackson County, WI",20478
"Jefferson County, WI",85129
"Juneau County, WI",26617
"Kenosha County, WI",169290
"Kewaunee County, WI",20383
"La Crosse County, WI",118230
"Lafayette County, WI",16665
"Langlade County, WI",19268
"Lincoln County, WI",27689
"Manitowoc County, WI",79074
"Marathon County, WI",135428
"Marinette County, WI",40434
"Marquette County, WI",15434
"Menominee County, WI",4658
"Milwaukee County, WI",948201
"Monroe County, WI",46051
"Oconto County, WI",37830
"Oneida County, WI",35470
"Outagamie County, WI",187365
"Ozaukee County, WI",89147
"Pepin County, WI",7289
"Pierce County, WI",42555
"Polk County, WI",43598
"Portage County, WI",70942
"Price County, WI",13397
"Racine County, WI",196584
"Richland County, WI",17377
"Rock County, WI",163129
"Rusk County, WI",14147
"St. Croix County, WI",89694
"Sauk County, WI",64249
"Sawyer County, WI",16489
"Shawano County, WI",40796
"Sheboygan County, WI",115456
"Taylor County, WI",20412
"Trempealeau County, WI",29442
"Vernon County, WI",30785
"Vilas County, WI",21938
"Walworth County, WI",103718
"Washburn County, WI",15878
"Washington County, WI",135693
"Waukesha County, WI",403072
"Waupaca County, WI",51128
"Waushara County, WI",24263
"Winnebago County, WI",171020
"Wood County, WI",73055
"Albany County, WY",38601
"Big Horn County, WY",11881
"Campbell County, WY",46140
"Carbon County, WY",14971
"Converse County, WY",13640
"Crook County, WY",7450
"Fremont County, WY",39531
"Goshen County, WY",13376
"Hot Springs County, WY",4555
"Johnson County, WY",8460
"Laramie County, WY",98976
"Lincoln County, WY",19434
"Natrona County, WY",79115
"Niobrara County, WY",2388
"Park County, WY",29324
"Platte County, WY",8566
"Sheridan County, WY",30233
"Sublette County, WY",9813
"Sweetwater County, WY",43051
"Teton County, WY",23081
"Uinta County, WY",20299
"Washakie County, WY",7885
"Weston County, WY",6967
